Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_was_missing,Critic_Score_was_missing,Critic_Count_was_missing,User_Count_was_missing
874,12,20,10,9,5.0,1.0,0.0,0.0,6.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1025,26,20,10,3,0.0,0.0,5.0,0.0,5.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1026,12,20,10,122,2.0,0.0,0.0,0.0,2.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1027,12,20,11,7,318.0,124.0,94.0,9.0,545.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1028,21,20,11,39,10.0,7.0,31.0,3.0,52.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1029,21,20,11,48,0.0,0.0,28.0,2.0,31.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1030,12,20,11,7,22.0,5.0,0.0,0.0,27.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1031,17,20,11,7,0.0,0.0,26.0,0.0,26.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
883,21,20,11,48,0.0,0.0,21.0,1.0,23.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1032,12,20,11,48,0.0,0.0,20.0,0.0,20.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1033,21,20,11,43,0.0,0.0,19.0,1.0,20.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1034,21,20,11,123,6.0,4.0,0.0,1.0,11.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1035,8,20,11,92,1.0,8.0,0.0,1.0,9.0,92.0,21.0,9.0,801.0,72,4,0,0,0,0
1036,21,20,11,43,3.0,2.0,0.0,0.0,5.0,73.0,9.0,7.1,9.0,73,3,0,0,0,0
1037,21,21,0,2,236.0,210.0,2.0,25.0,473.0,62.0,14.0,7.7,92.0,74,4,0,0,0,0
1038,21,21,0,9,196.0,133.0,0.0,23.0,352.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1039,12,21,0,7,190.0,67.0,73.0,6.0,336.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1040,12,21,0,7,155.0,75.0,16.0,6.0,252.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1041,21,21,0,19,64.0,43.0,0.0,7.0,113.0,51.0,8.0,7.8,162.22990777338603,75,3,1,0,0,1
1042,11,21,0,22,30.0,23.0,38.0,8.0,99.0,66.0,20.0,8.0,35.0,76,4,0,0,0,0
1043,11,21,0,9,24.0,19.0,34.0,6.0,83.0,75.0,17.0,8.8,24.0,77,4,0,0,0,0
1044,21,21,0,9,31.0,21.0,0.0,4.0,56.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1038,12,21,0,9,40.0,9.0,0.0,1.0,50.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1045,12,21,0,9,30.0,6.0,0.0,0.0,37.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1046,12,21,0,9,28.0,6.0,0.0,0.0,36.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1046,21,21,0,9,19.0,13.0,0.0,2.0,35.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1047,21,21,0,22,13.0,9.0,0.0,2.0,24.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1048,12,21,0,11,14.0,3.0,5.0,0.0,22.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1049,21,21,0,19,10.0,7.0,0.0,1.0,18.0,68.0,10.0,5.3,4.0,78,3,0,0,0,0
1050,21,21,0,22,5.0,4.0,0.0,1.0,9.0,61.0,11.0,8.3,7.0,79,3,0,0,0,0
1051,21,21,0,43,4.0,3.0,0.0,0.0,7.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1052,21,21,0,43,2.0,1.0,0.0,0.0,3.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1053,21,21,1,11,17.0,12.0,10.0,3.0,42.0,76.0,10.0,8.8,29.0,14,3,0,0,0,0
1054,21,21,1,22,0.0,0.0,37.0,3.0,40.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1055,21,21,1,9,15.0,10.0,0.0,2.0,27.0,51.0,8.0,6.0,7.0,80,2,0,0,0,0
1056,21,21,1,30,10.0,7.0,0.0,1.0,17.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
492,26,21,1,3,0.0,0.0,11.0,0.0,11.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1057,26,21,1,3,0.0,0.0,10.0,0.0,10.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1058,11,21,1,22,0.0,0.0,9.0,0.0,9.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1059,26,21,1,94,0.0,0.0,8.0,0.0,8.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1060,26,21,1,94,0.0,0.0,6.0,0.0,6.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1061,11,21,1,43,0.0,0.0,6.0,0.0,6.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1062,21,21,1,22,2.0,1.0,0.0,0.0,3.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1063,21,21,2,9,200.0,135.0,6.0,16.0,358.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1064,21,21,2,9,176.0,121.0,7.0,16.0,320.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1065,12,21,2,9,120.0,27.0,2.0,2.0,150.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1066,11,21,2,43,30.0,24.0,38.0,8.0,100.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1067,12,21,2,7,0.0,0.0,34.0,5.0,39.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1068,11,21,2,39,0.0,0.0,20.0,0.0,20.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1069,11,21,2,43,0.0,0.0,11.0,0.0,11.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1070,21,21,2,53,0.0,0.0,11.0,1.0,11.0,68.96767850559173,26.360820941378886,8.9,39.0,81,4,0,1,1,0
1071,21,21,2,124,6.0,4.0,0.0,1.0,11.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1072,26,21,2,53,0.0,0.0,7.0,0.0,7.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1073,26,21,2,3,0.0,0.0,4.0,0.0,4.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1074,21,21,3,22,156.0,147.0,19.0,17.0,339.0,68.0,12.0,8.2,99.0,82,3,0,0,0,0
1075,12,21,3,7,72.0,16.0,101.0,2.0,191.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1076,21,21,3,22,88.0,60.0,0.0,10.0,158.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1077,21,21,3,22,55.0,38.0,0.0,7.0,100.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1078,21,21,3,59,23.0,16.0,0.0,3.0,41.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1079,21,21,3,59,16.0,11.0,0.0,2.0,28.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1080,21,21,3,5,6.0,4.0,0.0,1.0,10.0,82.0,6.0,7.8,162.22990777338603,66,3,1,0,0,1
1081,21,21,3,22,5.0,3.0,0.0,1.0,9.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1082,21,21,3,20,4.0,3.0,0.0,0.0,7.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1083,21,21,3,125,3.0,2.0,0.0,0.0,5.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1084,11,21,3,43,2.0,2.0,0.0,1.0,4.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1085,21,21,4,22,193.0,158.0,0.0,19.0,371.0,91.0,15.0,8.8,207.0,83,3,0,0,0,0
1086,10,21,4,7,111.0,51.0,34.0,23.0,220.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
322,10,21,4,7,104.0,72.0,30.0,13.0,219.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1087,12,21,4,7,63.0,6.0,103.0,4.0,177.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1088,12,21,4,7,82.0,36.0,25.0,6.0,149.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1089,21,21,4,11,30.0,21.0,20.0,5.0,75.0,76.0,10.0,8.9,55.0,14,3,0,0,0,0
1090,21,21,4,22,17.0,12.0,0.0,2.0,31.0,66.0,8.0,7.2,6.0,84,3,0,0,0,0
1091,10,21,4,7,0.0,0.0,28.0,0.0,28.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1092,12,21,4,44,0.0,0.0,9.0,6.0,15.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1093,10,21,4,11,0.0,0.0,7.0,0.0,7.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1094,10,21,5,7,28.0,17.0,75.0,2.0,123.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1095,11,21,5,22,14.0,11.0,19.0,4.0,47.0,72.0,18.0,6.3,9.0,85,3,0,0,0,0
1096,12,21,5,7,36.0,8.0,0.0,1.0,45.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1097,11,21,5,22,0.0,0.0,4.0,0.0,4.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
946,12,21,5,80,2.0,0.0,0.0,0.0,2.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1098,21,21,5,113,1.0,0.0,0.0,0.0,1.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1099,11,21,6,19,200.0,47.0,2.0,14.0,263.0,78.0,18.0,7.8,21.0,86,4,0,0,0,0
1100,26,21,6,3,110.0,51.0,12.0,8.0,181.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1101,11,21,6,19,77.0,60.0,0.0,20.0,156.0,79.0,21.0,6.8,18.0,36,4,0,0,0,0
1102,11,21,6,111,66.0,52.0,15.0,17.0,150.0,76.0,15.0,8.9,64.0,87,3,0,0,0,0
1103,12,21,6,7,65.0,15.0,19.0,1.0,100.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1104,12,21,6,7,37.0,8.0,14.0,1.0,60.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1105,21,21,6,59,22.0,15.0,0.0,3.0,39.0,62.0,5.0,7.8,162.22990777338603,88,3,1,0,0,1
1106,21,21,6,22,21.0,14.0,0.0,2.0,38.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1107,21,21,6,126,9.0,6.0,0.0,1.0,16.0,57.0,6.0,7.8,162.22990777338603,89,3,1,0,0,1
1108,21,21,6,22,8.0,5.0,0.0,1.0,14.0,69.0,9.0,7.3,14.0,90,3,0,0,0,0
1109,26,21,6,3,0.0,0.0,13.0,0.0,13.0,84.0,25.0,7.7,11.0,91,3,0,0,0,0
1110,21,21,6,51,6.0,4.0,0.0,1.0,11.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1111,12,21,6,7,0.0,0.0,10.0,0.0,10.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1112,21,21,6,22,5.0,3.0,0.0,1.0,9.0,85.0,7.0,8.9,16.0,92,3,0,0,0,0
1107,12,21,6,126,5.0,1.0,0.0,0.0,6.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1113,10,21,7,7,254.0,156.0,129.0,99.0,639.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1114,21,21,7,39,162.0,77.0,278.0,14.0,530.0,94.0,22.0,8.9,779.0,52,4,0,0,0,0
1115,21,21,7,38,20.0,14.0,409.0,2.0,447.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1116,11,21,7,22,83.0,44.0,8.0,19.0,154.0,80.0,27.0,8.2,99.0,93,4,0,0,0,0
1117,12,21,7,7,57.0,18.0,59.0,2.0,138.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1118,21,21,7,111,30.0,20.0,30.0,6.0,87.0,92.0,19.0,8.3,129.0,52,4,0,0,0,0
185,10,21,7,38,0.0,0.0,81.0,0.0,81.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1119,21,21,7,11,11.0,8.0,34.0,4.0,56.0,83.0,10.0,8.9,45.0,14,4,0,0,0,0
1120,11,21,7,9,25.0,20.0,0.0,7.0,51.0,74.0,16.0,7.8,12.0,94,4,0,0,0,0
172,27,21,7,39,0.0,0.0,51.0,0.0,51.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1121,12,21,7,49,0.0,0.0,32.0,5.0,37.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1122,21,21,7,61,3.0,2.0,28.0,2.0,35.0,83.0,11.0,8.4,25.0,95,4,0,0,0,0
1123,10,21,7,47,0.0,0.0,27.0,0.0,27.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1124,21,21,7,22,0.0,0.0,20.0,1.0,21.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1125,26,21,7,3,0.0,0.0,20.0,0.0,20.0,89.0,21.0,9.1,33.0,96,4,0,0,0,0
1126,8,21,7,127,1.0,10.0,0.0,2.0,13.0,88.0,34.0,8.8,1056.0,97,2,0,0,0,0
1127,26,21,7,3,0.0,0.0,9.0,0.0,9.0,93.0,21.0,9.4,98.0,98,4,0,0,0,0
1128,21,21,8,22,150.0,55.0,2.0,8.0,215.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1129,21,21,8,59,13.0,9.0,0.0,2.0,24.0,68.96767850559173,26.360820941378886,8.0,10.0,99,3,0,1,1,0
1130,12,21,8,7,0.0,0.0,13.0,0.0,13.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1131,21,21,8,2,4.0,3.0,0.0,0.0,8.0,37.0,7.0,6.8,20.0,100,2,0,0,0,0
1132,11,21,8,103,3.0,3.0,0.0,1.0,7.0,72.0,12.0,7.5,4.0,101,4,0,0,0,0
1133,26,21,8,3,0.0,0.0,5.0,0.0,5.0,83.0,12.0,7.8,12.0,102,2,0,0,0,0
1134,11,21,9,22,16.0,12.0,0.0,4.0,32.0,79.0,18.0,8.4,9.0,103,3,0,0,0,0
1135,12,21,9,1,21.0,5.0,0.0,0.0,26.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1136,11,21,9,103,5.0,4.0,0.0,1.0,11.0,73.0,16.0,7.8,162.22990777338603,61,4,1,0,0,1
1137,12,21,10,7,78.0,40.0,106.0,7.0,231.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1137,10,21,10,7,50.0,18.0,44.0,6.0,118.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1138,26,21,10,3,102.0,5.0,0.0,2.0,109.0,97.0,22.0,6.0,47.0,104,3,0,0,0,0
1139,21,21,10,22,56.0,38.0,0.0,7.0,100.0,73.0,10.0,7.8,162.22990777338603,105,3,1,0,0,1
1140,14,21,10,92,74.0,21.0,0.0,4.0,99.0,79.0,24.0,8.5,10.0,106,3,0,0,0,0
1141,21,21,10,22,49.0,34.0,0.0,6.0,89.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1142,11,21,10,39,0.0,0.0,54.0,0.0,54.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1143,21,21,10,22,24.0,17.0,0.0,3.0,44.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1144,21,21,10,22,23.0,16.0,0.0,3.0,41.0,56.0,10.0,7.8,162.22990777338603,107,3,1,0,0,1
1139,11,21,10,22,18.0,14.0,0.0,5.0,36.0,51.0,16.0,7.8,162.22990777338603,108,3,1,0,0,1
1145,21,21,10,22,18.0,12.0,0.0,2.0,33.0,69.0,9.0,7.8,162.22990777338603,105,3,1,0,0,1
1146,11,21,10,19,13.0,10.0,0.0,4.0,27.0,65.0,9.0,7.8,162.22990777338603,109,3,1,0,0,1
1147,21,21,10,22,15.0,10.0,0.0,2.0,27.0,71.0,10.0,7.8,162.22990777338603,105,3,1,0,0,1
1148,11,21,10,19,12.0,10.0,0.0,3.0,25.0,46.0,15.0,4.6,8.0,110,3,0,0,0,0
1149,21,21,10,22,13.0,9.0,0.0,2.0,23.0,78.0,11.0,7.8,162.22990777338603,111,3,1,0,0,1
1150,11,21,10,22,9.0,7.0,0.0,2.0,19.0,49.0,10.0,7.8,162.22990777338603,105,3,1,0,0,1
1151,26,21,10,3,0.0,0.0,18.0,0.0,18.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1150,21,21,10,22,9.0,6.0,0.0,1.0,16.0,55.0,7.0,7.8,162.22990777338603,105,3,1,0,0,1
1145,11,21,10,22,7.0,6.0,0.0,2.0,15.0,57.0,9.0,7.8,162.22990777338603,105,3,1,0,0,1
1152,21,21,10,43,0.0,0.0,11.0,1.0,12.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1153,21,21,10,9,7.0,5.0,0.0,1.0,12.0,70.0,9.0,7.8,162.22990777338603,112,1,1,0,0,1
1154,21,21,10,9,6.0,4.0,0.0,1.0,11.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1155,26,21,10,3,0.0,0.0,8.0,0.0,8.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1156,11,21,10,38,0.0,0.0,8.0,0.0,8.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1157,12,21,10,7,0.0,0.0,7.0,0.0,7.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1158,12,21,10,9,6.0,1.0,0.0,0.0,7.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1159,21,21,10,30,3.0,2.0,0.0,0.0,6.0,57.0,5.0,7.8,162.22990777338603,113,3,1,0,0,1
1160,11,21,10,43,0.0,0.0,6.0,0.0,6.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1161,11,21,10,43,0.0,0.0,6.0,0.0,6.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1162,12,21,11,7,102.0,36.0,112.0,23.0,273.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1163,21,21,11,48,0.0,0.0,75.0,5.0,80.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1164,11,21,11,43,8.0,6.0,16.0,2.0,32.0,72.0,10.0,8.7,11.0,73,3,0,0,0,0
1165,10,21,11,7,0.0,0.0,20.0,0.0,20.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1166,12,21,11,7,13.0,3.0,0.0,0.0,16.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1167,12,21,11,111,6.0,1.0,0.0,0.0,7.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1168,11,22,0,19,699.0,451.0,30.0,130.0,1310.0,97.0,56.0,8.5,664.0,57,2,0,0,0,0
1169,9,22,0,7,238.0,67.0,46.0,10.0,360.0,78.0,34.0,8.5,161.0,114,3,0,0,0,0
1170,11,22,0,11,136.0,86.0,64.0,13.0,299.0,94.0,37.0,8.5,466.0,14,2,0,0,0,0
1171,11,22,0,11,108.0,70.0,34.0,21.0,234.0,84.0,21.0,8.4,189.0,14,2,0,0,0,0
1172,10,22,0,7,92.0,53.0,41.0,6.0,192.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1173,11,22,0,9,53.0,16.0,107.0,10.0,187.0,78.0,17.0,9.1,90.0,77,4,0,0,0,0
1174,21,22,0,9,112.0,57.0,0.0,8.0,178.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1175,5,22,0,14,50.0,19.0,0.0,1.0,70.0,67.0,8.0,7.8,162.22990777338603,115,3,1,0,0,1
1176,11,22,0,22,21.0,16.0,12.0,5.0,55.0,67.0,19.0,7.8,19.0,116,2,0,0,0,0
1174,5,22,0,9,39.0,15.0,0.0,1.0,55.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1177,11,22,0,19,26.0,20.0,0.0,7.0,53.0,69.0,24.0,7.8,22.0,117,4,0,0,0,0
1178,11,22,0,22,23.0,18.0,0.0,6.0,47.0,90.0,59.0,8.8,328.0,118,4,0,0,0,0
1179,5,22,0,9,33.0,12.0,0.0,1.0,46.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1180,21,22,0,11,14.0,10.0,16.0,3.0,42.0,65.0,14.0,6.8,44.0,14,3,0,0,0,0
1181,5,22,0,9,28.0,11.0,0.0,1.0,40.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1182,5,22,0,14,23.0,8.0,0.0,1.0,32.0,64.0,15.0,7.8,162.22990777338603,119,3,1,0,0,1
1183,21,22,0,9,18.0,12.0,0.0,2.0,32.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1184,21,22,0,19,17.0,12.0,0.0,2.0,31.0,26.0,7.0,3.8,8.0,120,4,0,0,0,0
1185,11,22,0,19,13.0,10.0,0.0,3.0,26.0,53.0,16.0,7.3,11.0,121,2,0,0,0,0
1186,21,22,0,124,14.0,10.0,0.0,2.0,25.0,30.0,6.0,6.3,4.0,122,3,0,0,0,0
1187,14,22,0,92,18.0,5.0,0.0,1.0,24.0,52.0,26.0,8.5,14.0,123,4,0,0,0,0
1183,5,22,0,9,14.0,5.0,0.0,0.0,20.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1188,5,22,0,9,11.0,4.0,0.0,0.0,16.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,124,3,1,1,1,1
1186,12,22,0,124,13.0,3.0,0.0,0.0,16.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1189,11,22,0,128,7.0,6.0,0.0,2.0,14.0,74.0,22.0,8.9,72.0,56,4,0,0,0,0
1190,11,22,0,22,4.0,3.0,0.0,1.0,7.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1191,14,22,0,117,5.0,1.0,0.0,0.0,6.0,32.0,15.0,2.5,12.0,49,2,0,0,0,0
1192,11,22,0,50,0.0,0.0,6.0,0.0,6.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1193,11,22,0,22,0.0,0.0,5.0,0.0,5.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1194,21,22,0,119,2.0,2.0,0.0,0.0,4.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1195,5,22,0,129,3.0,1.0,0.0,0.0,4.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1196,5,22,0,124,3.0,1.0,0.0,0.0,4.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1197,21,22,0,130,2.0,1.0,0.0,0.0,3.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1198,21,22,0,131,2.0,1.0,0.0,0.0,3.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1199,21,22,0,11,1.0,1.0,0.0,0.0,2.0,62.0,12.0,7.8,162.22990777338603,14,3,1,0,0,1
1200,5,22,0,106,1.0,0.0,0.0,0.0,1.0,46.0,4.0,2.4,21.0,125,3,0,0,0,0
1201,21,22,1,9,59.0,123.0,0.0,13.0,194.0,68.96767850559173,26.360820941378886,7.4,10.0,126,3,0,1,1,0
1202,10,22,1,7,87.0,52.0,41.0,6.0,186.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1203,5,22,1,9,59.0,95.0,3.0,10.0,167.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,27,3,1,1,1,1
1204,5,22,1,124,30.0,11.0,0.0,1.0,41.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1205,26,22,1,3,0.0,0.0,33.0,0.0,33.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1206,26,22,1,3,0.0,0.0,15.0,0.0,15.0,88.0,9.0,9.4,201.0,65,4,0,0,0,0
1207,21,22,1,9,6.0,4.0,0.0,1.0,12.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1208,21,22,1,19,6.0,4.0,0.0,1.0,11.0,64.0,4.0,6.1,16.0,127,2,0,0,0,0
1209,11,22,1,1,5.0,4.0,0.0,1.0,10.0,84.0,21.0,8.2,11.0,128,4,0,0,0,0
1210,11,22,1,122,0.0,0.0,7.0,0.0,7.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1211,21,22,1,84,0.0,0.0,5.0,0.0,5.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1212,9,22,2,7,441.0,104.0,139.0,22.0,707.0,92.0,38.0,9.1,568.0,129,4,0,0,0,0
1213,11,22,2,9,119.0,114.0,4.0,41.0,279.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1214,14,22,2,92,119.0,28.0,24.0,6.0,177.0,87.0,35.0,8.6,44.0,58,4,0,0,0,0
